   0.100000E-03   0.114670E+03
   0.102020E-03   0.116891E+03
   0.104081E-03   0.119156E+03
   0.106184E-03   0.121465E+03
   0.108329E-03   0.123818E+03
   0.110517E-03   0.126217E+03
   0.112750E-03   0.128662E+03
   0.115027E-03   0.131155E+03
   0.117351E-03   0.133696E+03
   0.119722E-03   0.136286E+03
   0.122140E-03   0.138926E+03
   0.124608E-03   0.141617E+03
   0.127125E-03   0.144360E+03
   0.129693E-03   0.147156E+03
   0.132313E-03   0.150007E+03
   0.134986E-03   0.152912E+03
   0.137713E-03   0.155874E+03
   0.140495E-03   0.158892E+03
   0.143333E-03   0.161970E+03
   0.146228E-03   0.165106E+03
   0.149182E-03   0.168304E+03
   0.152196E-03   0.171563E+03
   0.155271E-03   0.174885E+03
   0.158407E-03   0.178271E+03
   0.161607E-03   0.181722E+03
   0.164872E-03   0.185240E+03
   0.168203E-03   0.188827E+03
   0.171601E-03   0.192482E+03
   0.175067E-03   0.196208E+03
   0.178604E-03   0.200006E+03
   0.182212E-03   0.203877E+03
   0.185893E-03   0.207822E+03
   0.189648E-03   0.211844E+03
   0.193479E-03   0.215944E+03
   0.197388E-03   0.220122E+03
   0.201375E-03   0.224381E+03
   0.205443E-03   0.228722E+03
   0.209594E-03   0.233146E+03
   0.213828E-03   0.237656E+03
   0.218147E-03   0.242253E+03
   0.222554E-03   0.246938E+03
   0.227050E-03   0.251713E+03
   0.231637E-03   0.256581E+03
   0.236316E-03   0.261541E+03
   0.241090E-03   0.266597E+03
   0.245960E-03   0.271751E+03
   0.250929E-03   0.277003E+03
   0.255998E-03   0.282356E+03
   0.261170E-03   0.287812E+03
   0.266446E-03   0.293373E+03
   0.271828E-03   0.299040E+03
   0.277319E-03   0.304816E+03
   0.282922E-03   0.310703E+03
   0.288637E-03   0.316702E+03
   0.294468E-03   0.322817E+03
   0.300417E-03   0.329048E+03
   0.306485E-03   0.335399E+03
   0.312677E-03   0.341871E+03
   0.318993E-03   0.348467E+03
   0.325437E-03   0.355188E+03
   0.332012E-03   0.362038E+03
   0.338719E-03   0.369019E+03
   0.345561E-03   0.376133E+03
   0.352542E-03   0.383382E+03
   0.359664E-03   0.390769E+03
   0.366930E-03   0.398297E+03
   0.374342E-03   0.405968E+03
